ID,target,prediction
DBAASP_3911_AMP=1,1,0
DBAASP_3912_AMP=1,1,1
DBAASP_3914_AMP=1,1,0
DBAASP_3930_AMP=1,1,1
DBAASP_3937_AMP=1,1,1
DBAASP_3945_AMP=1,1,0
DBAASP_3948_AMP=1,1,1
DBAASP_3955_AMP=1,1,1
DBAASP_3958_AMP=1,1,1
DBAASP_3960_AMP=1,1,1
DBAASP_3966_AMP=1,1,1
DBAASP_3980_AMP=1,1,1
DBAASP_3982_AMP=1,1,1
DBAASP_3986_AMP=1,1,1
DBAASP_3989_AMP=1,1,1
DBAASP_399_AMP=1,1,1
DBAASP_3990_AMP=1,1,1
DBAASP_3992_AMP=1,1,1
DBAASP_4000_AMP=1,1,1
DBAASP_4002_AMP=1,1,1
DBAASP_4004_AMP=1,1,1
DBAASP_4008_AMP=1,1,0
DBAASP_4014_AMP=1,1,1
DBAASP_4015_AMP=1,1,1
DBAASP_4030_AMP=1,1,1
DBAASP_4031_AMP=1,1,1
DBAASP_4036_AMP=1,1,1
DBAASP_4039_AMP=1,1,1
DBAASP_4040_AMP=1,1,1
DBAASP_4041_AMP=1,1,1
DBAASP_4042_AMP=1,1,1
DBAASP_4044_AMP=1,1,1
DBAASP_4045_AMP=1,1,1
DBAASP_4058_AMP=1,1,1
DBAASP_4066_AMP=1,1,1
DBAASP_4067_AMP=1,1,1
DBAASP_4068_AMP=1,1,1
DBAASP_407_AMP=1,1,1
DBAASP_4074_AMP=1,1,1
DBAASP_4076_AMP=1,1,1
DBAASP_4078_AMP=1,1,1
DBAASP_408_AMP=1,1,1
DBAASP_4115_AMP=1,1,0
DBAASP_4147_AMP=1,1,0
DBAASP_4148_AMP=1,1,1
DBAASP_4154_AMP=1,1,1
DBAASP_4155_AMP=1,1,1
DBAASP_4158_AMP=1,1,1
DBAASP_4161_AMP=1,1,1
DBAASP_4166_AMP=1,1,1
DBAASP_4168_AMP=1,1,1
DBAASP_4175_AMP=1,1,1
DBAASP_4189_AMP=1,1,1
DBAASP_4197_AMP=1,1,0
DBAASP_4215_AMP=1,1,1
DBAASP_4221_AMP=1,1,1
DBAASP_4224_AMP=1,1,1
DBAASP_4226_AMP=1,1,1
DBAASP_4227_AMP=1,1,1
DBAASP_4229_AMP=1,1,1
DBAASP_4240_AMP=1,1,0
DBAASP_4269_AMP=1,1,1
DBAASP_428_AMP=1,1,1
DBAASP_4283_AMP=1,1,1
DBAASP_4286_AMP=1,1,1
DBAASP_4287_AMP=1,1,1
DBAASP_4296_AMP=1,1,0
DBAASP_4298_AMP=1,1,1
DBAASP_4306_AMP=1,1,1
DBAASP_4308_AMP=1,1,1
DBAASP_4310_AMP=1,1,1
DBAASP_4321_AMP=1,1,1
DBAASP_4338_AMP=1,1,0
DBAASP_4350_AMP=1,1,1
DBAASP_4356_AMP=1,1,0
DBAASP_4360_AMP=1,1,1
DBAASP_4361_AMP=1,1,1
DBAASP_4365_AMP=1,1,1
DBAASP_4383_AMP=1,1,1
DBAASP_4386_AMP=1,1,1
DBAASP_4418_AMP=1,1,1
DBAASP_4429_AMP=1,1,1
DBAASP_4435_AMP=1,1,1
DBAASP_4447_AMP=1,1,1
DBAASP_4451_AMP=1,1,1
DBAASP_4453_AMP=1,1,1
DBAASP_4480_AMP=1,1,1
DBAASP_4483_AMP=1,1,0
DBAASP_4498_AMP=1,1,1
DBAASP_4525_AMP=1,1,1
DBAASP_4526_AMP=1,1,1
DBAASP_4535_AMP=1,1,1
DBAASP_4571_AMP=1,1,1
DBAASP_4587_AMP=1,1,1
DBAASP_4603_AMP=1,1,1
DBAASP_4607_AMP=1,1,1
DBAASP_4621_AMP=1,1,1
DBAASP_4627_AMP=1,1,1
DBAASP_4651_AMP=1,1,1
DBAASP_4669_AMP=1,1,1
DBAASP_4684_AMP=1,1,1
DBAASP_4686_AMP=1,1,0
DBAASP_4692_AMP=1,1,1
DBAASP_470_AMP=1,1,1
DBAASP_4731_AMP=1,1,1
DBAASP_4738_AMP=1,1,1
DBAASP_474_AMP=1,1,1
DBAASP_4749_AMP=1,1,1
DBAASP_4756_AMP=1,1,1
DBAASP_476_AMP=1,1,1
DBAASP_4762_AMP=1,1,1
DBAASP_4763_AMP=1,1,1
DBAASP_4766_AMP=1,1,1
DBAASP_4818_AMP=1,1,1
DBAASP_4822_AMP=1,1,1
DBAASP_4827_AMP=1,1,1
DBAASP_4831_AMP=1,1,0
DBAASP_4847_AMP=1,1,1
DBAASP_4849_AMP=1,1,1
DBAASP_485_AMP=1,1,1
DBAASP_4882_AMP=1,1,0
DBAASP_4894_AMP=1,1,0
DBAASP_4905_AMP=1,1,1
DBAASP_4907_AMP=1,1,1
DBAASP_4908_AMP=1,1,1
DBAASP_4916_AMP=1,1,1
DBAASP_492_AMP=1,1,1
DBAASP_4921_AMP=1,1,1
DBAASP_4924_AMP=1,1,1
DBAASP_4928_AMP=1,1,1
DBAASP_4930_AMP=1,1,1
DBAASP_4935_AMP=1,1,1
DBAASP_4940_AMP=1,1,1
DBAASP_4941_AMP=1,1,1
DBAASP_4949_AMP=1,1,0
DBAASP_4971_AMP=1,1,0
DBAASP_4973_AMP=1,1,1
DBAASP_4982_AMP=1,1,1
DBAASP_4987_AMP=1,1,1
DBAASP_499_AMP=1,1,1
DBAASP_5001_AMP=1,1,1
DBAASP_5011_AMP=1,1,0
DBAASP_5014_AMP=1,1,1
DBAASP_5015_AMP=1,1,1
DBAASP_5042_AMP=1,1,1
DBAASP_5043_AMP=1,1,1
DBAASP_5044_AMP=1,1,1
DBAASP_5046_AMP=1,1,1
DBAASP_5056_AMP=1,1,1
DBAASP_5064_AMP=1,1,1
DBAASP_5078_AMP=1,1,1
DBAASP_5100_AMP=1,1,1
DBAASP_5105_AMP=1,1,0
DBAASP_5119_AMP=1,1,1
DBAASP_5128_AMP=1,1,1
DBAASP_5160_AMP=1,1,1
DBAASP_5166_AMP=1,1,1
DBAASP_5180_AMP=1,1,1
DBAASP_5186_AMP=1,1,1
DBAASP_5187_AMP=1,1,1
DBAASP_5193_AMP=1,1,1
DBAASP_5225_AMP=1,1,1
DBAASP_5260_AMP=1,1,1
DBAASP_5269_AMP=1,1,1
DBAASP_5271_AMP=1,1,1
DBAASP_5282_AMP=1,1,1
DBAASP_5299_AMP=1,1,1
DBAASP_5313_AMP=1,1,1
DBAASP_5336_AMP=1,1,0
DBAASP_5357_AMP=1,1,1
DBAASP_5414_AMP=1,1,0
DBAASP_5416_AMP=1,1,1
DBAASP_5447_AMP=1,1,1
DBAASP_5477_AMP=1,1,1
DBAASP_5493_AMP=1,1,1
DBAASP_5495_AMP=1,1,1
DBAASP_550_AMP=1,1,1
DBAASP_5516_AMP=1,1,1
DBAASP_5527_AMP=1,1,1
DBAASP_5569_AMP=1,1,1
DBAASP_5593_AMP=1,1,1
DBAASP_5616_AMP=1,1,1
DBAASP_5635_AMP=1,1,0
DBAASP_565_AMP=1,1,1
DBAASP_5654_AMP=1,1,1
DBAASP_5655_AMP=1,1,1
DBAASP_5656_AMP=1,1,1
DBAASP_5657_AMP=1,1,1
DBAASP_566_AMP=1,1,1
DBAASP_5661_AMP=1,1,1
DBAASP_5682_AMP=1,1,0
DBAASP_5687_AMP=1,1,1
DBAASP_5689_AMP=1,1,1
DBAASP_5694_AMP=1,1,1
DBAASP_5704_AMP=1,1,0
DBAASP_5706_AMP=1,1,0
DBAASP_5709_AMP=1,1,1
DBAASP_5712_AMP=1,1,1
DBAASP_5721_AMP=1,1,1
DBAASP_5722_AMP=1,1,1
DBAASP_5730_AMP=1,1,1
DBAASP_5794_AMP=1,1,1
DBAASP_5795_AMP=1,1,1
DBAASP_5797_AMP=1,1,1
DBAASP_5815_AMP=1,1,1
DBAASP_5839_AMP=1,1,1
DBAASP_5845_AMP=1,1,1
DBAASP_5852_AMP=1,1,1
DBAASP_5865_AMP=1,1,0
DBAASP_5874_AMP=1,1,1
DBAASP_5883_AMP=1,1,1
DBAASP_5892_AMP=1,1,1
DBAASP_5926_AMP=1,1,0
DBAASP_5931_AMP=1,1,0
DBAASP_5949_AMP=1,1,0
DBAASP_6008_AMP=1,1,1
DBAASP_6025_AMP=1,1,1
DBAASP_6042_AMP=1,1,1
DBAASP_6075_AMP=1,1,0
DBAASP_6080_AMP=1,1,1
DBAASP_6114_AMP=1,1,1
DBAASP_6166_AMP=1,1,1
DBAASP_6167_AMP=1,1,1
DBAASP_6169_AMP=1,1,1
DBAASP_6353_AMP=1,1,1
DBAASP_6366_AMP=1,1,1
DBAASP_6367_AMP=1,1,1
DBAASP_6372_AMP=1,1,0
DBAASP_6375_AMP=1,1,0
DBAASP_6428_AMP=1,1,0
DBAASP_643_AMP=1,1,1
DBAASP_6435_AMP=1,1,0
DBAASP_6440_AMP=1,1,0
DBAASP_6443_AMP=1,1,0
DBAASP_6464_AMP=1,1,0
DBAASP_6488_AMP=1,1,1
DBAASP_6594_AMP=1,1,1
DBAASP_6595_AMP=1,1,1
DBAASP_6597_AMP=1,1,0
DBAASP_661_AMP=1,1,0
DBAASP_662_AMP=1,1,1
DBAASP_6622_AMP=1,1,1
DBAASP_663_AMP=1,1,1
DBAASP_6636_AMP=1,1,0
DBAASP_6694_AMP=1,1,1
DBAASP_6702_AMP=1,1,1
DBAASP_6703_AMP=1,1,1
DBAASP_6766_AMP=1,1,0
DBAASP_6813_AMP=1,1,1
DBAASP_6823_AMP=1,1,1
DBAASP_683_AMP=1,1,1
DBAASP_6833_AMP=1,1,1
DBAASP_6842_AMP=1,1,1
DBAASP_6852_AMP=1,1,1
DBAASP_6859_AMP=1,1,1
DBAASP_686_AMP=1,1,1
DBAASP_6862_AMP=1,1,1
DBAASP_6897_AMP=1,1,1
DBAASP_6900_AMP=1,1,1
DBAASP_6901_AMP=1,1,1
DBAASP_6909_AMP=1,1,0
DBAASP_693_AMP=1,1,1
DBAASP_6933_AMP=1,1,0
DBAASP_6936_AMP=1,1,0
DBAASP_694_AMP=1,1,1
DBAASP_6949_AMP=1,1,1
DBAASP_6957_AMP=1,1,1
DBAASP_6959_AMP=1,1,1
DBAASP_6966_AMP=1,1,1
DBAASP_6971_AMP=1,1,1
DBAASP_6974_AMP=1,1,1
DBAASP_6976_AMP=1,1,1
DBAASP_698_AMP=1,1,1
DBAASP_6980_AMP=1,1,1
DBAASP_6983_AMP=1,1,1
DBAASP_7009_AMP=1,1,1
DBAASP_7016_AMP=1,1,1
DBAASP_7059_AMP=1,1,1
DBAASP_7060_AMP=1,1,1
DBAASP_709_AMP=1,1,1
DBAASP_7093_AMP=1,1,1
DBAASP_7106_AMP=1,1,1
DBAASP_7117_AMP=1,1,1
DBAASP_7123_AMP=1,1,1
DBAASP_7124_AMP=1,1,1
DBAASP_7150_AMP=1,1,1
DBAASP_7173_AMP=1,1,1
DBAASP_7211_AMP=1,1,1
DBAASP_7227_AMP=1,1,1
DBAASP_7234_AMP=1,1,1
DBAASP_7235_AMP=1,1,0
DBAASP_7236_AMP=1,1,1
DBAASP_724_AMP=1,1,1
DBAASP_7245_AMP=1,1,1
DBAASP_7246_AMP=1,1,1
DBAASP_7379_AMP=1,1,0
DBAASP_7399_AMP=1,1,1
DBAASP_7449_AMP=1,1,1
DBAASP_7452_AMP=1,1,0
DBAASP_7462_AMP=1,1,1
DBAASP_7476_AMP=1,1,1
DBAASP_7481_AMP=1,1,1
DBAASP_7510_AMP=1,1,1
DBAASP_7513_AMP=1,1,1
DBAASP_7527_AMP=1,1,0
DBAASP_7540_AMP=1,1,1
DBAASP_7553_AMP=1,1,1
DBAASP_7557_AMP=1,1,1
DBAASP_7559_AMP=1,1,1
DBAASP_7573_AMP=1,1,1
DBAASP_7578_AMP=1,1,1
DBAASP_758_AMP=1,1,1
DBAASP_7583_AMP=1,1,1
DBAASP_760_AMP=1,1,1
DBAASP_7639_AMP=1,1,0
DBAASP_7649_AMP=1,1,0
DBAASP_7662_AMP=1,1,1
DBAASP_7681_AMP=1,1,1
DBAASP_7682_AMP=1,1,1
DBAASP_770_AMP=1,1,1
DBAASP_7715_AMP=1,1,0
DBAASP_7721_AMP=1,1,0
DBAASP_7726_AMP=1,1,0
DBAASP_7764_AMP=1,1,1
DBAASP_7765_AMP=1,1,1
DBAASP_7818_AMP=1,1,1
DBAASP_7862_AMP=1,1,1
DBAASP_7944_AMP=1,1,1
DBAASP_7962_AMP=1,1,1
DBAASP_7963_AMP=1,1,1
DBAASP_8030_AMP=1,1,1
DBAASP_8032_AMP=1,1,0
DBAASP_8034_AMP=1,1,1
DBAASP_8036_AMP=1,1,1
DBAASP_8041_AMP=1,1,0
DBAASP_8043_AMP=1,1,1
DBAASP_8046_AMP=1,1,1
DBAASP_8062_AMP=1,1,1
DBAASP_8072_AMP=1,1,1
DBAASP_808_AMP=1,1,1
DBAASP_8081_AMP=1,1,1
DBAASP_8093_AMP=1,1,1
DBAASP_8095_AMP=1,1,1
DBAASP_8106_AMP=1,1,1
DBAASP_811_AMP=1,1,1
DBAASP_8153_AMP=1,1,1
DBAASP_8157_AMP=1,1,1
DBAASP_8170_AMP=1,1,1
DBAASP_8172_AMP=1,1,0
DBAASP_8185_AMP=1,1,0
DBAASP_8190_AMP=1,1,0
DBAASP_8197_AMP=1,1,1
DBAASP_8198_AMP=1,1,0
DBAASP_8201_AMP=1,1,1
DBAASP_8205_AMP=1,1,0
DBAASP_8216_AMP=1,1,1
DBAASP_8221_AMP=1,1,0
DBAASP_823_AMP=1,1,1
DBAASP_8267_AMP=1,1,0
DBAASP_8271_AMP=1,1,1
DBAASP_8279_AMP=1,1,0
DBAASP_8287_AMP=1,1,1
DBAASP_8297_AMP=1,1,1
DBAASP_8367_AMP=1,1,0
DBAASP_8381_AMP=1,1,0
DBAASP_8416_AMP=1,1,0
DBAASP_8419_AMP=1,1,1
DBAASP_8421_AMP=1,1,1
DBAASP_8423_AMP=1,1,1
DBAASP_8424_AMP=1,1,1
DBAASP_8429_AMP=1,1,1
DBAASP_848_AMP=1,1,1
DBAASP_8494_AMP=1,1,0
DBAASP_8496_AMP=1,1,0
DBAASP_8507_AMP=1,1,1
DBAASP_8586_AMP=1,1,1
DBAASP_8595_AMP=1,1,1
DBAASP_8606_AMP=1,1,0
DBAASP_8607_AMP=1,1,1
DBAASP_8645_AMP=1,1,1
DBAASP_870_AMP=1,1,1
DBAASP_8707_AMP=1,1,1
DBAASP_8708_AMP=1,1,1
DBAASP_871_AMP=1,1,1
DBAASP_8723_AMP=1,1,1
DBAASP_8773_AMP=1,1,1
DBAASP_8775_AMP=1,1,1
DBAASP_8777_AMP=1,1,1
DBAASP_8783_AMP=1,1,0
DBAASP_8785_AMP=1,1,0
DBAASP_8788_AMP=1,1,1
DBAASP_8795_AMP=1,1,0
DBAASP_8799_AMP=1,1,1
DBAASP_8805_AMP=1,1,1
DBAASP_8810_AMP=1,1,1
DBAASP_8814_AMP=1,1,1
DBAASP_8823_AMP=1,1,1
DBAASP_8829_AMP=1,1,1
DBAASP_8840_AMP=1,1,1
DBAASP_8863_AMP=1,1,1
DBAASP_8868_AMP=1,1,1
DBAASP_8871_AMP=1,1,1
DBAASP_8872_AMP=1,1,1
DBAASP_888_AMP=1,1,1
DBAASP_8898_AMP=1,1,1
DBAASP_890_AMP=1,1,1
DBAASP_8900_AMP=1,1,1
DBAASP_8905_AMP=1,1,1
DBAASP_8909_AMP=1,1,1
DBAASP_8918_AMP=1,1,1
DBAASP_8930_AMP=1,1,1
DBAASP_8966_AMP=1,1,1
DBAASP_9024_AMP=1,1,1
DBAASP_9025_AMP=1,1,1
DBAASP_9026_AMP=1,1,1
DBAASP_903_AMP=1,1,1
DBAASP_9030_AMP=1,1,1
DBAASP_9037_AMP=1,1,1
DBAASP_904_AMP=1,1,1
DBAASP_9047_AMP=1,1,1
DBAASP_9054_AMP=1,1,1
DBAASP_9109_AMP=1,1,1
DBAASP_9110_AMP=1,1,1
DBAASP_9124_AMP=1,1,1
DBAASP_9127_AMP=1,1,1
DBAASP_913_AMP=1,1,1
DBAASP_9131_AMP=1,1,1
DBAASP_914_AMP=1,1,1
DBAASP_9156_AMP=1,1,1
DBAASP_9165_AMP=1,1,1
DBAASP_9170_AMP=1,1,1
DBAASP_9172_AMP=1,1,1
DBAASP_9173_AMP=1,1,1
DBAASP_9191_AMP=1,1,1
DBAASP_9206_AMP=1,1,0
DBAASP_9212_AMP=1,1,1
DBAASP_9226_AMP=1,1,1
DBAASP_931_AMP=1,1,1
DBAASP_9329_AMP=1,1,1
DBAASP_9364_AMP=1,1,0
DBAASP_939_AMP=1,1,1
DBAASP_940_AMP=1,1,1
DBAASP_9410_AMP=1,1,1
DBAASP_9423_AMP=1,1,1
DBAASP_9425_AMP=1,1,1
DBAASP_9448_AMP=1,1,1
DBAASP_947_AMP=1,1,0
DBAASP_9532_AMP=1,1,1
DBAASP_9534_AMP=1,1,1
DBAASP_9543_AMP=1,1,1
DBAASP_9551_AMP=1,1,1
DBAASP_9553_AMP=1,1,1
DBAASP_9555_AMP=1,1,1
DBAASP_9561_AMP=1,1,1
DBAASP_9573_AMP=1,1,1
DBAASP_9595_AMP=1,1,0
DBAASP_9604_AMP=1,1,0
DBAASP_9605_AMP=1,1,0
DBAASP_9680_AMP=1,1,1
DBAASP_9705_AMP=1,1,0
DBAASP_9710_AMP=1,1,1
DBAASP_9714_AMP=1,1,1
DBAASP_9717_AMP=1,1,1
DBAASP_9721_AMP=1,1,1
DBAASP_9727_AMP=1,1,1
DBAASP_9729_AMP=1,1,1
DBAASP_9730_AMP=1,1,1
DBAASP_9736_AMP=1,1,0
DBAASP_9738_AMP=1,1,1
DBAASP_9754_AMP=1,1,1
DBAASP_9757_AMP=1,1,0
DBAASP_9761_AMP=1,1,0
DBAASP_9781_AMP=1,1,1
DBAASP_9792_AMP=1,1,1
DBAASP_9795_AMP=1,1,1
DBAASP_9798_AMP=1,1,0
DBAASP_9847_AMP=1,1,1
DBAASP_9883_AMP=1,1,1
DBAASP_9890_AMP=1,1,1
DBAASP_9922_AMP=1,1,1
DBAASP_995_AMP=1,1,1
DBAASP_9967_AMP=1,1,0
DBAASP_9976_AMP=1,1,1
DBAASP_9977_AMP=1,1,1
DBAASP_9979_AMP=1,1,1
DBAASP_9983_AMP=1,1,1
CUTTED2_AMP=0,0,0
CUTTED6_AMP=0,0,0
CUTTED10_AMP=0,0,1
CUTTED11_AMP=0,0,0
CUTTED12_AMP=0,0,1
CUTTED13_AMP=0,0,1
CUTTED15_AMP=0,0,0
CUTTED17_AMP=0,0,1
CUTTED18_AMP=0,0,0
CUTTED19_AMP=0,0,0
CUTTED21_AMP=0,0,0
CUTTED25_AMP=0,0,0
CUTTED32_AMP=0,0,0
CUTTED36_AMP=0,0,0
CUTTED37_AMP=0,0,1
CUTTED38_AMP=0,0,1
CUTTED39_AMP=0,0,1
CUTTED40_AMP=0,0,0
CUTTED41_AMP=0,0,0
CUTTED43_AMP=0,0,0
CUTTED44_AMP=0,0,0
CUTTED46_AMP=0,0,0
CUTTED48_AMP=0,0,0
CUTTED49_AMP=0,0,0
CUTTED50_AMP=0,0,0
CUTTED51_AMP=0,0,0
CUTTED54_AMP=0,0,1
CUTTED58_AMP=0,0,0
CUTTED59_AMP=0,0,1
CUTTED61_AMP=0,0,0
CUTTED63_AMP=0,0,0
CUTTED64_AMP=0,0,0
CUTTED65_AMP=0,0,0
CUTTED68_AMP=0,0,0
CUTTED71_AMP=0,0,0
CUTTED75_AMP=0,0,0
CUTTED76_AMP=0,0,0
CUTTED77_AMP=0,0,1
CUTTED78_AMP=0,0,0
CUTTED79_AMP=0,0,0
CUTTED80_AMP=0,0,1
CUTTED81_AMP=0,0,0
CUTTED82_AMP=0,0,0
CUTTED87_AMP=0,0,0
CUTTED88_AMP=0,0,0
CUTTED92_AMP=0,0,0
CUTTED94_AMP=0,0,1
CUTTED96_AMP=0,0,0
CUTTED97_AMP=0,0,0
CUTTED98_AMP=0,0,0
CUTTED99_AMP=0,0,0
CUTTED107_AMP=0,0,0
CUTTED109_AMP=0,0,0
CUTTED110_AMP=0,0,0
CUTTED114_AMP=0,0,1
CUTTED115_AMP=0,0,0
CUTTED117_AMP=0,0,0
CUTTED118_AMP=0,0,0
CUTTED120_AMP=0,0,0
CUTTED122_AMP=0,0,0
CUTTED126_AMP=0,0,0
CUTTED128_AMP=0,0,0
CUTTED129_AMP=0,0,0
CUTTED130_AMP=0,0,0
CUTTED142_AMP=0,0,0
CUTTED144_AMP=0,0,0
CUTTED145_AMP=0,0,1
CUTTED148_AMP=0,0,0
CUTTED149_AMP=0,0,1
CUTTED150_AMP=0,0,0
CUTTED155_AMP=0,0,0
CUTTED156_AMP=0,0,1
CUTTED158_AMP=0,0,0
CUTTED159_AMP=0,0,0
CUTTED160_AMP=0,0,0
CUTTED163_AMP=0,0,0
CUTTED167_AMP=0,0,1
CUTTED168_AMP=0,0,0
CUTTED170_AMP=0,0,0
CUTTED173_AMP=0,0,1
CUTTED175_AMP=0,0,0
CUTTED177_AMP=0,0,0
CUTTED178_AMP=0,0,0
CUTTED184_AMP=0,0,0
CUTTED186_AMP=0,0,0
CUTTED191_AMP=0,0,0
CUTTED192_AMP=0,0,0
CUTTED194_AMP=0,0,1
CUTTED195_AMP=0,0,0
CUTTED198_AMP=0,0,0
CUTTED199_AMP=0,0,0
CUTTED200_AMP=0,0,0
CUTTED203_AMP=0,0,0
CUTTED204_AMP=0,0,0
CUTTED205_AMP=0,0,0
CUTTED206_AMP=0,0,0
CUTTED208_AMP=0,0,0
CUTTED209_AMP=0,0,0
CUTTED212_AMP=0,0,0
CUTTED213_AMP=0,0,0
CUTTED214_AMP=0,0,0
CUTTED218_AMP=0,0,0
CUTTED220_AMP=0,0,1
CUTTED221_AMP=0,0,0
CUTTED222_AMP=0,0,0
CUTTED223_AMP=0,0,1
CUTTED228_AMP=0,0,0
CUTTED229_AMP=0,0,0
CUTTED230_AMP=0,0,0
CUTTED231_AMP=0,0,0
CUTTED233_AMP=0,0,0
CUTTED235_AMP=0,0,0
CUTTED236_AMP=0,0,0
CUTTED237_AMP=0,0,1
CUTTED243_AMP=0,0,0
CUTTED244_AMP=0,0,0
CUTTED245_AMP=0,0,0
CUTTED255_AMP=0,0,0
CUTTED256_AMP=0,0,0
CUTTED257_AMP=0,0,0
CUTTED258_AMP=0,0,0
CUTTED259_AMP=0,0,1
CUTTED261_AMP=0,0,0
CUTTED263_AMP=0,0,1
CUTTED264_AMP=0,0,0
CUTTED266_AMP=0,0,0
CUTTED267_AMP=0,0,0
CUTTED268_AMP=0,0,0
CUTTED269_AMP=0,0,1
CUTTED270_AMP=0,0,0
CUTTED271_AMP=0,0,0
CUTTED273_AMP=0,0,0
CUTTED274_AMP=0,0,0
CUTTED278_AMP=0,0,1
CUTTED279_AMP=0,0,0
CUTTED280_AMP=0,0,0
CUTTED281_AMP=0,0,0
CUTTED282_AMP=0,0,0
CUTTED283_AMP=0,0,1
CUTTED284_AMP=0,0,0
CUTTED289_AMP=0,0,0
CUTTED291_AMP=0,0,0
CUTTED294_AMP=0,0,0
CUTTED295_AMP=0,0,1
CUTTED297_AMP=0,0,0
CUTTED302_AMP=0,0,0
CUTTED303_AMP=0,0,0
CUTTED304_AMP=0,0,0
CUTTED308_AMP=0,0,0
CUTTED312_AMP=0,0,0
CUTTED313_AMP=0,0,1
CUTTED314_AMP=0,0,0
CUTTED315_AMP=0,0,1
CUTTED317_AMP=0,0,0
CUTTED320_AMP=0,0,0
CUTTED322_AMP=0,0,0
CUTTED323_AMP=0,0,0
CUTTED324_AMP=0,0,0
CUTTED327_AMP=0,0,0
CUTTED329_AMP=0,0,0
CUTTED331_AMP=0,0,0
CUTTED336_AMP=0,0,0
CUTTED339_AMP=0,0,1
CUTTED342_AMP=0,0,0
CUTTED344_AMP=0,0,0
CUTTED345_AMP=0,0,0
CUTTED346_AMP=0,0,0
CUTTED348_AMP=0,0,0
CUTTED352_AMP=0,0,0
CUTTED353_AMP=0,0,0
CUTTED354_AMP=0,0,0
CUTTED355_AMP=0,0,0
CUTTED356_AMP=0,0,0
CUTTED357_AMP=0,0,0
CUTTED358_AMP=0,0,0
CUTTED363_AMP=0,0,0
CUTTED364_AMP=0,0,0
CUTTED365_AMP=0,0,0
CUTTED366_AMP=0,0,0
CUTTED367_AMP=0,0,1
CUTTED368_AMP=0,0,0
CUTTED369_AMP=0,0,0
CUTTED370_AMP=0,0,0
CUTTED371_AMP=0,0,0
CUTTED373_AMP=0,0,0
CUTTED376_AMP=0,0,0
CUTTED377_AMP=0,0,0
CUTTED378_AMP=0,0,0
CUTTED379_AMP=0,0,0
CUTTED380_AMP=0,0,1
CUTTED383_AMP=0,0,0
CUTTED384_AMP=0,0,0
CUTTED386_AMP=0,0,0
CUTTED387_AMP=0,0,0
CUTTED394_AMP=0,0,1
CUTTED395_AMP=0,0,0
CUTTED397_AMP=0,0,0
CUTTED399_AMP=0,0,1
CUTTED401_AMP=0,0,0
CUTTED402_AMP=0,0,0
CUTTED403_AMP=0,0,1
CUTTED408_AMP=0,0,0
CUTTED410_AMP=0,0,0
CUTTED413_AMP=0,0,0
CUTTED414_AMP=0,0,1
CUTTED416_AMP=0,0,0
CUTTED419_AMP=0,0,0
CUTTED421_AMP=0,0,0
CUTTED426_AMP=0,0,0
CUTTED427_AMP=0,0,0
CUTTED428_AMP=0,0,0
CUTTED433_AMP=0,0,0
CUTTED434_AMP=0,0,0
CUTTED446_AMP=0,0,0
CUTTED449_AMP=0,0,0
CUTTED450_AMP=0,0,0
CUTTED454_AMP=0,0,0
CUTTED455_AMP=0,0,0
CUTTED457_AMP=0,0,1
CUTTED459_AMP=0,0,0
CUTTED460_AMP=0,0,0
CUTTED467_AMP=0,0,0
CUTTED468_AMP=0,0,0
CUTTED471_AMP=0,0,1
CUTTED472_AMP=0,0,0
CUTTED473_AMP=0,0,0
CUTTED474_AMP=0,0,0
CUTTED476_AMP=0,0,0
CUTTED477_AMP=0,0,1
CUTTED479_AMP=0,0,0
CUTTED480_AMP=0,0,0
CUTTED481_AMP=0,0,0
CUTTED482_AMP=0,0,1
CUTTED483_AMP=0,0,0
CUTTED485_AMP=0,0,1
CUTTED486_AMP=0,0,0
CUTTED495_AMP=0,0,0
CUTTED497_AMP=0,0,0
CUTTED498_AMP=0,0,0
CUTTED501_AMP=0,0,0
CUTTED503_AMP=0,0,0
CUTTED505_AMP=0,0,0
CUTTED508_AMP=0,0,0
CUTTED514_AMP=0,0,1
CUTTED515_AMP=0,0,0
CUTTED516_AMP=0,0,0
CUTTED518_AMP=0,0,0
CUTTED521_AMP=0,0,1
CUTTED522_AMP=0,0,0
CUTTED523_AMP=0,0,0
CUTTED524_AMP=0,0,0
CUTTED525_AMP=0,0,0
CUTTED530_AMP=0,0,0
CUTTED533_AMP=0,0,0
CUTTED536_AMP=0,0,0
CUTTED537_AMP=0,0,0
CUTTED538_AMP=0,0,0
CUTTED539_AMP=0,0,0
CUTTED541_AMP=0,0,0
CUTTED544_AMP=0,0,0
CUTTED549_AMP=0,0,0
CUTTED552_AMP=0,0,0
CUTTED556_AMP=0,0,0
CUTTED557_AMP=0,0,0
CUTTED559_AMP=0,0,0
CUTTED560_AMP=0,0,0
CUTTED562_AMP=0,0,0
CUTTED563_AMP=0,0,0
CUTTED565_AMP=0,0,0
CUTTED568_AMP=0,0,0
CUTTED569_AMP=0,0,0
CUTTED570_AMP=0,0,0
CUTTED572_AMP=0,0,0
CUTTED573_AMP=0,0,0
CUTTED575_AMP=0,0,0
CUTTED578_AMP=0,0,0
CUTTED580_AMP=0,0,0
CUTTED581_AMP=0,0,1
CUTTED584_AMP=0,0,0
CUTTED585_AMP=0,0,0
CUTTED586_AMP=0,0,0
CUTTED588_AMP=0,0,0
